# YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,TIMEZONE,DELTA_UT1,DELTA_T,LONGITUDE,LATITUDE,ELEVATION,PRESSURE,TEMPERATURE,SLOPE,AZM_ROTATION,ATMOS_REFRACT,FUNCTION,# JULIAN DAY,L,B,R,H,DELTA PSI,DELTA EPSILON,EPSILON,ZENITH,AZIMUTH,INCIDENCE,DEL_E,FLUXES 
2022.0,7.0,22.0,5.0,55.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.663,299.364,-0.0,1.016,241.489,-0.003,0.002,23.438,90.107,235.511,90.107,0.036,0.002037392520727401
2022.0,7.0,22.0,5.0,56.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.664,299.365,-0.0,1.016,241.739,-0.003,0.002,23.438,89.982,235.708,89.982,0.034,0.03288365416267495
2022.0,7.0,22.0,5.0,57.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.665,299.366,-0.0,1.016,241.989,-0.003,0.002,23.438,89.856,235.905,89.856,0.033,0.26795147851458684
2022.0,7.0,22.0,5.0,58.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.665,299.366,-0.0,1.016,242.239,-0.003,0.002,23.438,89.73,236.102,89.73,0.032,0.5111691568127807
2022.0,7.0,22.0,5.0,59.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.666,299.367,-0.0,1.016,242.489,-0.003,0.002,23.438,89.603,236.298,89.603,0.031,0.7640245835953235
2022.0,7.0,22.0,6.0,0.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.667,299.368,-0.0,1.016,242.739,-0.003,0.002,23.438,89.476,236.495,89.476,0.03,1.0241107396358018
2022.0,7.0,22.0,6.0,1.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.667,299.368,-0.0,1.016,242.989,-0.003,0.002,23.438,89.349,236.691,89.349,0.029,1.290965997474938
2022.0,7.0,22.0,6.0,2.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.668,299.369,-0.0,1.016,243.239,-0.003,0.002,23.438,89.221,236.887,89.221,0.027,1.5663596533445663
2022.0,7.0,22.0,6.0,3.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.669,299.37,-0.0,1.016,243.489,-0.003,0.002,23.438,89.093,237.083,89.093,0.027,1.8478636511585307
2022.0,7.0,22.0,6.0,4.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.669,299.37,-0.0,1.016,243.739,-0.003,0.002,23.438,88.965,237.279,88.965,0.026,2.1351914516566906
2022.0,7.0,22.0,6.0,5.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.67,299.371,-0.0,1.016,243.989,-0.003,0.002,23.438,88.836,237.474,88.836,0.025,2.430434327024656
2022.0,7.0,22.0,6.0,6.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.671,299.372,-0.0,1.016,244.239,-0.003,0.002,23.438,88.707,237.67,88.707,0.024,2.7312144823925375
2022.0,7.0,22.0,6.0,7.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.672,299.372,-0.0,1.016,244.489,-0.003,0.002,23.438,88.578,237.865,88.578,0.023,3.03744197992791
2022.0,7.0,22.0,6.0,8.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.672,299.373,-0.0,1.016,244.739,-0.003,0.002,23.438,88.448,238.06,88.448,0.022,3.3515252063957135
2022.0,7.0,22.0,6.0,9.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.673,299.374,-0.0,1.016,244.989,-0.003,0.002,23.438,88.318,238.255,88.318,0.022,3.6711394173567697
2022.0,7.0,22.0,6.0,10.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.674,299.374,-0.0,1.016,245.239,-0.003,0.002,23.438,88.188,238.449,88.188,0.021,3.9963636045185353
2022.0,7.0,22.0,6.0,11.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.674,299.375,-0.0,1.016,245.489,-0.003,0.002,23.438,88.058,238.644,88.058,0.02,4.327321074236934
2022.0,7.0,22.0,6.0,12.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.675,299.376,-0.0,1.016,245.739,-0.003,0.002,23.438,87.927,238.838,87.927,0.02,4.666787127593253
2022.0,7.0,22.0,6.0,13.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.676,299.376,-0.0,1.016,245.989,-0.003,0.002,23.438,87.796,239.032,87.796,0.019,5.012434600688781
2022.0,7.0,22.0,6.0,14.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.676,299.377,-0.0,1.016,246.239,-0.003,0.002,23.438,87.664,239.226,87.664,0.019,5.367197771674238
2022.0,7.0,22.0,6.0,15.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.677,299.378,-0.0,1.016,246.489,-0.003,0.002,23.438,87.533,239.42,87.533,0.018,5.725944086686441
2022.0,7.0,22.0,6.0,16.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.678,299.378,-0.0,1.016,246.739,-0.003,0.002,23.438,87.401,239.613,87.401,0.018,6.094410019797632
2022.0,7.0,22.0,6.0,17.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.678,299.379,-0.0,1.016,246.989,-0.003,0.002,23.438,87.268,239.807,87.268,0.017,6.473028554939569
2022.0,7.0,22.0,6.0,18.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.679,299.38,-0.0,1.016,247.239,-0.003,0.002,23.438,87.136,240.0,87.136,0.017,6.8563838766360075
2022.0,7.0,22.0,6.0,19.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.68,299.38,-0.0,1.016,247.489,-0.003,0.002,23.438,87.003,240.193,87.003,0.016,7.250566644313521
2022.0,7.0,22.0,6.0,20.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.681,299.381,-0.0,1.016,247.739,-0.003,0.002,23.438,86.87,240.386,86.87,0.016,7.652984513688507
2022.0,7.0,22.0,6.0,21.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.681,299.382,-0.0,1.016,247.989,-0.003,0.002,23.438,86.736,240.579,86.736,0.015,8.067038920465325
2022.0,7.0,22.0,6.0,22.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.682,299.382,-0.0,1.016,248.239,-0.003,0.002,23.438,86.602,240.772,86.602,0.015,8.490014723744562
2022.0,7.0,22.0,6.0,23.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.683,299.383,-0.0,1.016,248.489,-0.003,0.002,23.438,86.469,240.965,86.469,0.015,8.918923333076867
2022.0,7.0,22.0,6.0,24.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.683,299.384,-0.0,1.016,248.739,-0.003,0.002,23.438,86.334,241.157,86.334,0.014,9.363806474195048
2022.0,7.0,22.0,6.0,25.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.684,299.384,-0.0,1.016,248.989,-0.003,0.002,23.438,86.2,241.349,86.2,0.014,9.815136950595942
2022.0,7.0,22.0,6.0,26.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.685,299.385,-0.0,1.016,249.239,-0.003,0.002,23.438,86.065,241.541,86.065,0.014,10.279896736263861
2022.0,7.0,22.0,6.0,27.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.685,299.386,-0.0,1.016,249.489,-0.003,0.002,23.438,85.93,241.733,85.93,0.013,10.754990516683613
2022.0,7.0,22.0,6.0,28.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.686,299.386,-0.0,1.016,249.739,-0.003,0.002,23.438,85.795,241.925,85.795,0.013,11.240642894229303
2022.0,7.0,22.0,6.0,29.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.687,299.387,-0.0,1.016,249.989,-0.003,0.002,23.438,85.659,242.117,85.659,0.013,11.740784946240357
2022.0,7.0,22.0,6.0,30.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.688,299.388,-0.0,1.016,250.239,-0.003,0.002,23.438,85.523,242.308,85.523,0.012,12.252065216936977
2022.0,7.0,22.0,6.0,31.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.688,299.388,-0.0,1.016,250.489,-0.003,0.002,23.438,85.387,242.5,85.387,0.012,12.774678557205181
2022.0,7.0,22.0,6.0,32.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.689,299.389,-0.0,1.016,250.739,-0.003,0.002,23.438,85.251,242.691,85.251,0.012,13.3088086645337
2022.0,7.0,22.0,6.0,33.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.69,299.39,-0.0,1.016,250.989,-0.003,0.002,23.438,85.115,242.882,85.115,0.012,13.854628440739202
2022.0,7.0,22.0,6.0,34.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.69,299.39,-0.0,1.016,251.239,-0.003,0.002,23.438,84.978,243.073,84.978,0.011,14.416445198376973
2022.0,7.0,22.0,6.0,35.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.691,299.391,-0.0,1.016,251.489,-0.003,0.002,23.438,84.841,243.264,84.841,0.011,14.990444942526914
2022.0,7.0,22.0,6.0,36.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.692,299.392,-0.0,1.016,251.739,-0.003,0.002,23.438,84.704,243.455,84.704,0.011,15.57677375107538
2022.0,7.0,22.0,6.0,37.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.692,299.392,-0.0,1.016,251.989,-0.003,0.002,23.438,84.566,243.646,84.566,0.011,16.17998526769148
2022.0,7.0,22.0,6.0,38.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.693,299.393,-0.0,1.016,252.239,-0.003,0.002,23.438,84.428,243.836,84.428,0.011,16.795975857095907
2022.0,7.0,22.0,6.0,39.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.694,299.394,-0.0,1.016,252.489,-0.003,0.002,23.438,84.291,244.027,84.291,0.01,17.420263623695003
2022.0,7.0,22.0,6.0,40.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.694,299.394,-0.0,1.016,252.739,-0.003,0.002,23.438,84.152,244.217,84.152,0.01,18.066773932011184
2022.0,7.0,22.0,6.0,41.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.695,299.395,-0.0,1.016,252.989,-0.003,0.002,23.438,84.014,244.407,84.014,0.01,18.721801189993634
2022.0,7.0,22.0,6.0,42.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.696,299.396,-0.0,1.016,253.239,-0.003,0.002,23.438,83.875,244.597,83.875,0.01,19.394938785815143
2022.0,7.0,22.0,6.0,43.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.697,299.396,-0.0,1.016,253.489,-0.003,0.002,23.438,83.737,244.787,83.737,0.01,20.076593586842364
2022.0,7.0,22.0,6.0,44.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.697,299.397,-0.0,1.016,253.739,-0.003,0.002,23.438,83.597,244.977,83.597,0.009,20.78181760291755
2022.0,7.0,22.0,6.0,45.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.698,299.397,-0.0,1.016,253.989,-0.003,0.002,23.438,83.458,245.167,83.458,0.009,21.495726602271905
2022.0,7.0,22.0,6.0,46.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.699,299.398,-0.0,1.016,254.239,-0.003,0.002,23.438,83.319,245.356,83.319,0.009,22.223383683069187
2022.0,7.0,22.0,6.0,47.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.699,299.399,-0.0,1.016,254.489,-0.003,0.002,23.438,83.179,245.546,83.179,0.009,22.970242583064465
2022.0,7.0,22.0,6.0,48.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.7,299.399,-0.0,1.016,254.739,-0.003,0.002,23.438,83.039,245.735,83.039,0.009,23.73118351836062
2022.0,7.0,22.0,6.0,49.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.701,299.4,-0.0,1.016,254.989,-0.003,0.002,23.438,82.899,245.924,82.899,0.009,24.506266637657323
2022.0,7.0,22.0,6.0,50.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.701,299.401,-0.0,1.016,255.239,-0.003,0.002,23.438,82.758,246.114,82.758,0.008,25.30123618446486
2022.0,7.0,22.0,6.0,51.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.702,299.401,-0.0,1.016,255.489,-0.003,0.002,23.438,82.618,246.303,82.618,0.008,26.104867077669354
2022.0,7.0,22.0,6.0,52.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.703,299.402,-0.0,1.016,255.739,-0.003,0.002,23.438,82.477,246.492,82.477,0.008,26.9286869730665
2022.0,7.0,22.0,6.0,53.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.703,299.403,-0.0,1.016,255.989,-0.003,0.002,23.438,82.336,246.681,82.336,0.008,27.76705032516788
2022.0,7.0,22.0,6.0,54.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.704,299.404,-0.0,1.016,256.239,-0.003,0.002,23.438,82.195,246.87,82.195,0.008,28.619996592821263
2022.0,7.0,22.0,6.0,55.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.705,299.404,-0.0,1.016,256.489,-0.003,0.002,23.438,82.053,247.058,82.053,0.008,29.493766778757053
2022.0,7.0,22.0,6.0,56.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.706,299.405,-0.0,1.016,256.739,-0.003,0.002,23.438,81.912,247.247,81.912,0.008,30.376086735361927
2022.0,7.0,22.0,6.0,57.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.706,299.406,-0.0,1.016,256.989,-0.003,0.002,23.438,81.77,247.436,81.77,0.008,31.27950107517793
2022.0,7.0,22.0,6.0,58.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.707,299.406,-0.0,1.016,257.239,-0.003,0.002,23.438,81.628,247.624,81.628,0.007,32.19783099802005
2022.0,7.0,22.0,6.0,59.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.708,299.407,-0.0,1.016,257.489,-0.003,0.002,23.438,81.486,247.813,81.486,0.007,33.131099914984766
2022.0,7.0,22.0,7.0,0.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.708,299.408,-0.0,1.016,257.739,-0.003,0.002,23.438,81.343,248.001,81.343,0.007,34.08605913658282
2022.0,7.0,22.0,7.0,1.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.709,299.408,-0.0,1.016,257.989,-0.003,0.002,23.438,81.201,248.189,81.201,0.007,35.04937053801243
2022.0,7.0,22.0,7.0,2.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.71,299.409,-0.0,1.016,258.239,-0.003,0.002,23.438,81.058,248.377,81.058,0.007,36.034617392958836
2022.0,7.0,22.0,7.0,3.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.71,299.409,-0.0,1.016,258.489,-0.003,0.002,23.438,80.915,248.566,80.915,0.007,37.035082056205816
2022.0,7.0,22.0,7.0,4.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.711,299.41,-0.0,1.016,258.739,-0.003,0.002,23.438,80.772,248.754,80.772,0.007,38.0507752668176
2022.0,7.0,22.0,7.0,5.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.712,299.411,-0.0,1.016,258.989,-0.003,0.002,23.438,80.629,248.942,80.629,0.007,39.08170551270239
2022.0,7.0,22.0,7.0,6.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.712,299.411,-0.0,1.016,259.239,-0.003,0.002,23.438,80.485,249.13,80.485,0.007,40.135248723903246
2022.0,7.0,22.0,7.0,7.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.713,299.412,-0.0,1.016,259.489,-0.003,0.002,23.438,80.341,249.317,80.341,0.007,41.204253651590356
2022.0,7.0,22.0,7.0,8.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.714,299.413,-0.0,1.016,259.739,-0.003,0.002,23.438,80.197,249.505,80.197,0.007,42.28872269860089
2022.0,7.0,22.0,7.0,9.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.715,299.413,-0.0,1.016,259.989,-0.003,0.002,23.438,80.053,249.693,80.053,0.006,43.3886563683728
2022.0,7.0,22.0,7.0,10.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.715,299.414,-0.0,1.016,260.239,-0.003,0.002,23.438,79.909,249.881,79.909,0.006,44.50405335261696
2022.0,7.0,22.0,7.0,11.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.716,299.415,-0.0,1.016,260.489,-0.003,0.002,23.438,79.765,250.068,79.765,0.006,45.63491061328351
2022.0,7.0,22.0,7.0,12.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.717,299.415,-0.0,1.016,260.739,-0.003,0.002,23.438,79.62,250.256,79.62,0.006,46.789237989225406
2022.0,7.0,22.0,7.0,13.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.717,299.416,-0.0,1.016,260.989,-0.003,0.002,23.438,79.475,250.443,79.475,0.006,47.959229945385815
2022.0,7.0,22.0,7.0,14.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.718,299.417,-0.0,1.016,261.239,-0.003,0.002,23.438,79.33,250.631,79.33,0.006,49.14487851607498
2022.0,7.0,22.0,7.0,15.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.719,299.417,-0.0,1.016,261.489,-0.003,0.002,23.438,79.185,250.818,79.185,0.006,50.346174244453394
2022.0,7.0,22.0,7.0,16.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.719,299.418,-0.0,1.016,261.739,-0.003,0.002,23.438,79.04,251.006,79.04,0.006,51.56310624350148
2022.0,7.0,22.0,7.0,17.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.72,299.419,-0.0,1.016,261.989,-0.003,0.002,23.438,78.895,251.193,78.895,0.006,52.79566225316569
2022.0,7.0,22.0,7.0,18.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.721,299.419,-0.0,1.016,262.239,-0.003,0.002,23.438,78.749,251.38,78.749,0.006,54.052490904900296
2022.0,7.0,22.0,7.0,19.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.722,299.42,-0.0,1.016,262.489,-0.003,0.002,23.438,78.603,251.568,78.603,0.006,55.325130882730946
2022.0,7.0,22.0,7.0,20.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.722,299.421,-0.0,1.016,262.739,-0.003,0.002,23.438,78.457,251.755,78.457,0.006,56.613565768658674
2022.0,7.0,22.0,7.0,21.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.723,299.421,-0.0,1.016,262.989,-0.003,0.002,23.438,78.311,251.942,78.311,0.006,57.91777793484664
2022.0,7.0,22.0,7.0,22.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.724,299.422,-0.0,1.016,263.239,-0.003,0.002,23.438,78.165,252.129,78.165,0.005,59.23774858670747
2022.0,7.0,22.0,7.0,23.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.724,299.423,-0.0,1.016,263.489,-0.003,0.002,23.438,78.019,252.317,78.019,0.005,60.57345780340533
2022.0,7.0,22.0,7.0,24.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.725,299.423,-0.0,1.016,263.739,-0.003,0.002,23.438,77.872,252.504,77.872,0.005,61.93419506933974
2022.0,7.0,22.0,7.0,25.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.726,299.424,-0.0,1.016,263.989,-0.003,0.002,23.438,77.725,252.691,77.725,0.005,63.31084341497554
2022.0,7.0,22.0,7.0,26.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.726,299.425,-0.0,1.016,264.239,-0.003,0.002,23.438,77.579,252.878,77.579,0.005,64.69385262256472
2022.0,7.0,22.0,7.0,27.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.727,299.425,-0.0,1.016,264.489,-0.003,0.002,23.438,77.432,253.065,77.432,0.005,66.10214358486034
2022.0,7.0,22.0,7.0,28.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.728,299.426,-0.0,1.016,264.739,-0.003,0.002,23.438,77.284,253.252,77.284,0.005,67.53601421538279
2022.0,7.0,22.0,7.0,29.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.728,299.427,-0.0,1.016,264.989,-0.003,0.002,23.438,77.137,253.439,77.137,0.005,68.9760612193759
2022.0,7.0,22.0,7.0,30.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.729,299.427,-0.0,1.016,265.239,-0.003,0.002,23.438,76.99,253.626,76.99,0.005,70.43189162957218
2022.0,7.0,22.0,7.0,31.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.73,299.428,-0.0,1.016,265.489,-0.003,0.002,23.438,76.842,253.813,76.842,0.005,71.91354177549172
2022.0,7.0,22.0,7.0,32.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.731,299.429,-0.0,1.016,265.739,-0.003,0.002,23.438,76.694,254.0,76.694,0.005,73.4111322463773
2022.0,7.0,22.0,7.0,33.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.731,299.429,-0.0,1.016,265.988,-0.003,0.002,23.438,76.547,254.188,76.547,0.005,74.91435267827073
2022.0,7.0,22.0,7.0,34.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.732,299.43,-0.0,1.016,266.238,-0.003,0.002,23.438,76.399,254.375,76.399,0.005,76.4436236815307
2022.0,7.0,22.0,7.0,35.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.733,299.431,-0.0,1.016,266.488,-0.003,0.002,23.438,76.25,254.562,76.25,0.005,77.99923440669025
2022.0,7.0,22.0,7.0,36.0,0.0,2.0,0.0,69.18,4.36,52.0,20000.0,54.75,-56.5,0.0,0.0,0.56,1.0,2459782.733,299.431,-0.0,1.016,266.738,-0.003,0.002,23.438,76.102,254.749,76.102,0.005,79.56027079886663
