# JULIAN DAY,L,B,R,H,DELTA PSI,DELTA EPSILON,EPSILON,ZENITH,AZIMUTH,INCIDENCE,DEL_E
2459638.500,159.376,0.000,0.990,296.853,-0.004,0.002,23.438,71.501,291.334,71.501,0.005
2459638.500,159.376,0.000,0.990,296.895,-0.004,0.002,23.438,71.468,291.359,71.468,0.005
2459638.500,159.376,0.000,0.990,296.937,-0.004,0.002,23.438,71.434,291.385,71.434,0.005
2459638.500,159.376,0.000,0.990,296.978,-0.004,0.002,23.438,71.400,291.410,71.400,0.005
2459638.500,159.376,0.000,0.990,297.020,-0.004,0.002,23.438,71.367,291.435,71.367,0.005
2459638.501,159.376,0.000,0.990,297.062,-0.004,0.002,23.438,71.333,291.460,71.333,0.005
2459638.501,159.376,0.000,0.990,297.103,-0.004,0.002,23.438,71.300,291.486,71.300,0.005
2459638.501,159.376,0.000,0.990,297.145,-0.004,0.002,23.438,71.266,291.511,71.266,0.005
2459638.501,159.376,0.000,0.990,297.187,-0.004,0.002,23.438,71.232,291.536,71.232,0.005
2459638.501,159.377,0.000,0.990,297.228,-0.004,0.002,23.438,71.199,291.561,71.199,0.005
2459638.501,159.377,0.000,0.990,297.270,-0.004,0.002,23.438,71.165,291.587,71.165,0.005
2459638.501,159.377,0.000,0.990,297.312,-0.004,0.002,23.438,71.132,291.612,71.132,0.005
2459638.501,159.377,0.000,0.990,297.353,-0.004,0.002,23.438,71.098,291.637,71.098,0.005
2459638.502,159.377,0.000,0.990,297.395,-0.004,0.002,23.438,71.065,291.663,71.065,0.005
2459638.502,159.377,0.000,0.990,297.437,-0.004,0.002,23.438,71.031,291.688,71.031,0.005
2459638.502,159.377,0.000,0.990,297.478,-0.004,0.002,23.438,70.998,291.714,70.998,0.005
2459638.502,159.377,0.000,0.990,297.520,-0.004,0.002,23.438,70.964,291.739,70.964,0.005
2459638.502,159.377,0.000,0.990,297.562,-0.004,0.002,23.438,70.930,291.764,70.930,0.005
2459638.502,159.378,0.000,0.990,297.603,-0.004,0.002,23.438,70.897,291.790,70.897,0.005
2459638.502,159.378,0.000,0.990,297.645,-0.004,0.002,23.438,70.863,291.815,70.863,0.005
2459638.502,159.378,0.000,0.990,297.687,-0.004,0.002,23.438,70.830,291.841,70.830,0.005
2459638.502,159.378,0.000,0.990,297.728,-0.004,0.002,23.438,70.796,291.866,70.796,0.005
2459638.503,159.378,0.000,0.990,297.770,-0.004,0.002,23.438,70.763,291.892,70.763,0.005
2459638.503,159.378,0.000,0.990,297.812,-0.004,0.002,23.438,70.729,291.917,70.729,0.005
2459638.503,159.378,0.000,0.990,297.853,-0.004,0.002,23.438,70.696,291.943,70.696,0.005
2459638.503,159.379,0.000,0.990,297.895,-0.004,0.002,23.438,70.662,291.968,70.662,0.005
2459638.503,159.379,0.000,0.990,297.937,-0.004,0.002,23.438,70.629,291.994,70.629,0.005
2459638.503,159.379,0.000,0.990,297.978,-0.004,0.002,23.438,70.595,292.019,70.595,0.005
2459638.503,159.379,0.000,0.990,298.020,-0.004,0.002,23.438,70.562,292.045,70.562,0.004
2459638.503,159.379,0.000,0.990,298.062,-0.004,0.002,23.438,70.528,292.070,70.528,0.004
2459638.503,159.379,0.000,0.990,298.103,-0.004,0.002,23.438,70.495,292.096,70.495,0.004
2459638.504,159.379,0.000,0.990,298.145,-0.004,0.002,23.438,70.462,292.122,70.462,0.004
2459638.504,159.379,0.000,0.990,298.187,-0.004,0.002,23.438,70.428,292.147,70.428,0.004
2459638.504,159.379,0.000,0.990,298.228,-0.004,0.002,23.438,70.395,292.173,70.395,0.004
2459638.504,159.380,0.000,0.990,298.270,-0.004,0.002,23.438,70.361,292.199,70.361,0.004
2459638.504,159.380,0.000,0.990,298.312,-0.004,0.002,23.438,70.328,292.224,70.328,0.004
2459638.504,159.380,0.000,0.990,298.353,-0.004,0.002,23.438,70.294,292.250,70.294,0.004
2459638.504,159.380,0.000,0.990,298.395,-0.004,0.002,23.438,70.261,292.276,70.261,0.004
2459638.504,159.380,0.000,0.990,298.437,-0.004,0.002,23.438,70.228,292.301,70.228,0.004
2459638.505,159.380,0.000,0.990,298.478,-0.004,0.002,23.438,70.194,292.327,70.194,0.004
2459638.505,159.380,0.000,0.990,298.520,-0.004,0.002,23.438,70.161,292.353,70.161,0.004
2459638.505,159.380,0.000,0.990,298.562,-0.004,0.002,23.438,70.127,292.379,70.127,0.004
2459638.505,159.380,0.000,0.990,298.603,-0.004,0.002,23.438,70.094,292.404,70.094,0.004
2459638.505,159.381,0.000,0.990,298.645,-0.004,0.002,23.438,70.061,292.430,70.061,0.004
2459638.505,159.381,0.000,0.990,298.687,-0.004,0.002,23.438,70.027,292.456,70.027,0.004
2459638.505,159.381,0.000,0.990,298.728,-0.004,0.002,23.438,69.994,292.482,69.994,0.004
2459638.505,159.381,0.000,0.990,298.770,-0.004,0.002,23.438,69.960,292.508,69.960,0.004
2459638.505,159.381,0.000,0.990,298.812,-0.004,0.002,23.438,69.927,292.533,69.927,0.004
2459638.506,159.381,0.000,0.990,298.853,-0.004,0.002,23.438,69.894,292.559,69.894,0.004
2459638.506,159.381,0.000,0.990,298.895,-0.004,0.002,23.438,69.860,292.585,69.860,0.004
2459638.506,159.381,0.000,0.990,298.937,-0.004,0.002,23.438,69.827,292.611,69.827,0.004
2459638.506,159.381,0.000,0.990,298.978,-0.004,0.002,23.438,69.794,292.637,69.794,0.004
2459638.506,159.382,0.000,0.990,299.020,-0.004,0.002,23.438,69.760,292.663,69.760,0.004
2459638.506,159.382,0.000,0.990,299.062,-0.004,0.002,23.438,69.727,292.689,69.727,0.004
2459638.506,159.382,0.000,0.990,299.104,-0.004,0.002,23.438,69.694,292.715,69.694,0.004
2459638.506,159.382,0.000,0.990,299.145,-0.004,0.002,23.438,69.661,292.741,69.661,0.004
2459638.506,159.382,0.000,0.990,299.187,-0.004,0.002,23.438,69.627,292.767,69.627,0.004
2459638.507,159.382,0.000,0.990,299.229,-0.004,0.002,23.438,69.594,292.793,69.594,0.004
2459638.507,159.382,0.000,0.990,299.270,-0.004,0.002,23.438,69.561,292.819,69.561,0.004
2459638.507,159.382,0.000,0.990,299.312,-0.004,0.002,23.438,69.527,292.845,69.527,0.004
2459638.507,159.382,0.000,0.990,299.354,-0.004,0.002,23.438,69.494,292.871,69.494,0.004
2459638.507,159.383,0.000,0.990,299.395,-0.004,0.002,23.438,69.461,292.897,69.461,0.004
2459638.507,159.383,0.000,0.990,299.437,-0.004,0.002,23.438,69.428,292.923,69.428,0.004
2459638.507,159.383,0.000,0.990,299.479,-0.004,0.002,23.438,69.394,292.949,69.394,0.004
2459638.507,159.383,0.000,0.990,299.520,-0.004,0.002,23.438,69.361,292.975,69.361,0.004
2459638.508,159.383,0.000,0.990,299.562,-0.004,0.002,23.438,69.328,293.001,69.328,0.004
2459638.508,159.383,0.000,0.990,299.604,-0.004,0.002,23.438,69.295,293.027,69.295,0.004
2459638.508,159.383,0.000,0.990,299.645,-0.004,0.002,23.438,69.261,293.053,69.261,0.004
2459638.508,159.383,0.000,0.990,299.687,-0.004,0.002,23.438,69.228,293.080,69.228,0.004
2459638.508,159.384,0.000,0.990,299.729,-0.004,0.002,23.438,69.195,293.106,69.195,0.004
2459638.508,159.384,0.000,0.990,299.770,-0.004,0.002,23.438,69.162,293.132,69.162,0.004
2459638.508,159.384,0.000,0.990,299.812,-0.004,0.002,23.438,69.128,293.158,69.128,0.004
2459638.508,159.384,0.000,0.990,299.854,-0.004,0.002,23.438,69.095,293.184,69.095,0.004
2459638.508,159.384,0.000,0.990,299.895,-0.004,0.002,23.438,69.062,293.211,69.062,0.004
2459638.509,159.384,0.000,0.990,299.937,-0.004,0.002,23.438,69.029,293.237,69.029,0.004
2459638.509,159.384,0.000,0.990,299.979,-0.004,0.002,23.438,68.996,293.263,68.996,0.004
2459638.509,159.384,0.000,0.990,300.020,-0.004,0.002,23.438,68.963,293.289,68.963,0.004
2459638.509,159.385,0.000,0.990,300.062,-0.004,0.002,23.438,68.929,293.316,68.929,0.004
2459638.509,159.385,0.000,0.990,300.104,-0.004,0.002,23.438,68.896,293.342,68.896,0.004
2459638.509,159.385,0.000,0.990,300.145,-0.004,0.002,23.438,68.863,293.368,68.863,0.004
2459638.509,159.385,0.000,0.990,300.187,-0.004,0.002,23.438,68.830,293.395,68.830,0.004
2459638.509,159.385,0.000,0.990,300.229,-0.004,0.002,23.438,68.797,293.421,68.797,0.004
2459638.509,159.385,0.000,0.990,300.270,-0.004,0.002,23.438,68.764,293.447,68.764,0.004
2459638.510,159.385,0.000,0.990,300.312,-0.004,0.002,23.438,68.731,293.474,68.731,0.004
2459638.510,159.385,0.000,0.990,300.354,-0.004,0.002,23.438,68.697,293.500,68.697,0.004
2459638.510,159.385,0.000,0.990,300.395,-0.004,0.002,23.438,68.664,293.527,68.664,0.004
2459638.510,159.386,0.000,0.990,300.437,-0.004,0.002,23.438,68.631,293.553,68.631,0.004
2459638.510,159.386,0.000,0.990,300.479,-0.004,0.002,23.438,68.598,293.579,68.598,0.004
2459638.510,159.386,0.000,0.990,300.520,-0.004,0.002,23.438,68.565,293.606,68.565,0.004
2459638.510,159.386,0.000,0.990,300.562,-0.004,0.002,23.438,68.532,293.632,68.532,0.004
2459638.510,159.386,0.000,0.990,300.604,-0.004,0.002,23.438,68.499,293.659,68.499,0.004
2459638.511,159.386,0.000,0.990,300.645,-0.004,0.002,23.438,68.466,293.685,68.466,0.004
2459638.511,159.386,0.000,0.990,300.687,-0.004,0.002,23.438,68.433,293.712,68.433,0.004
2459638.511,159.386,0.000,0.990,300.729,-0.004,0.002,23.438,68.400,293.738,68.400,0.004
2459638.511,159.387,0.000,0.990,300.770,-0.004,0.002,23.438,68.367,293.765,68.367,0.004
2459638.511,159.387,0.000,0.990,300.812,-0.004,0.002,23.438,68.334,293.792,68.334,0.004
2459638.511,159.387,0.000,0.990,300.854,-0.004,0.002,23.438,68.301,293.818,68.301,0.004
2459638.511,159.387,0.000,0.990,300.895,-0.004,0.002,23.438,68.267,293.845,68.267,0.004
2459638.511,159.387,0.000,0.990,300.937,-0.004,0.002,23.438,68.234,293.871,68.234,0.004
2459638.511,159.387,0.000,0.990,300.979,-0.004,0.002,23.438,68.201,293.898,68.201,0.004
2459638.512,159.387,0.000,0.990,301.020,-0.004,0.002,23.438,68.168,293.925,68.168,0.004
2459638.512,159.387,0.000,0.990,301.062,-0.004,0.002,23.438,68.135,293.951,68.135,0.004
2459638.512,159.387,0.000,0.990,301.104,-0.004,0.002,23.438,68.102,293.978,68.102,0.004
2459638.512,159.387,0.000,0.990,301.145,-0.004,0.002,23.438,68.069,294.005,68.069,0.004
2459638.512,159.388,0.000,0.990,301.187,-0.004,0.002,23.438,68.036,294.031,68.036,0.004
2459638.512,159.388,0.000,0.990,301.229,-0.004,0.002,23.438,68.003,294.058,68.003,0.004
2459638.512,159.388,0.000,0.990,301.270,-0.004,0.002,23.438,67.970,294.085,67.970,0.004
2459638.512,159.388,0.000,0.990,301.312,-0.004,0.002,23.438,67.938,294.112,67.938,0.004
2459638.513,159.388,0.000,0.990,301.354,-0.004,0.002,23.438,67.905,294.139,67.905,0.004
2459638.513,159.388,0.000,0.990,301.395,-0.004,0.002,23.438,67.872,294.165,67.872,0.004
2459638.513,159.388,0.000,0.990,301.437,-0.004,0.002,23.438,67.839,294.192,67.839,0.004
2459638.513,159.388,0.000,0.990,301.479,-0.004,0.002,23.438,67.806,294.219,67.806,0.004
2459638.513,159.389,0.000,0.990,301.520,-0.004,0.002,23.438,67.773,294.246,67.773,0.004
2459638.513,159.389,0.000,0.990,301.562,-0.004,0.002,23.438,67.740,294.273,67.740,0.004
2459638.513,159.389,0.000,0.990,301.604,-0.004,0.002,23.438,67.707,294.300,67.707,0.004
2459638.513,159.389,0.000,0.990,301.645,-0.004,0.002,23.438,67.674,294.326,67.674,0.004
2459638.513,159.389,0.000,0.990,301.687,-0.004,0.002,23.438,67.641,294.353,67.641,0.004
2459638.514,159.389,0.000,0.990,301.729,-0.004,0.002,23.438,67.608,294.380,67.608,0.004
2459638.514,159.389,0.000,0.990,301.771,-0.004,0.002,23.438,67.575,294.407,67.575,0.004
2459638.514,159.389,0.000,0.990,301.812,-0.004,0.002,23.438,67.542,294.434,67.542,0.004
2459638.514,159.389,0.000,0.990,301.854,-0.004,0.002,23.438,67.510,294.461,67.510,0.004
2459638.514,159.390,0.000,0.990,301.896,-0.004,0.002,23.438,67.477,294.488,67.477,0.004
2459638.514,159.390,0.000,0.990,301.937,-0.004,0.002,23.438,67.444,294.515,67.444,0.004
2459638.514,159.390,0.000,0.990,301.979,-0.004,0.002,23.438,67.411,294.542,67.411,0.004
2459638.514,159.390,0.000,0.990,302.021,-0.004,0.002,23.438,67.378,294.569,67.378,0.004
2459638.514,159.390,0.000,0.990,302.062,-0.004,0.002,23.438,67.345,294.596,67.345,0.004
2459638.515,159.390,0.000,0.990,302.104,-0.004,0.002,23.438,67.313,294.623,67.313,0.004
2459638.515,159.390,0.000,0.990,302.146,-0.004,0.002,23.438,67.280,294.650,67.280,0.004
2459638.515,159.390,0.000,0.990,302.187,-0.004,0.002,23.438,67.247,294.678,67.247,0.004
2459638.515,159.391,0.000,0.990,302.229,-0.004,0.002,23.438,67.214,294.705,67.214,0.004
2459638.515,159.391,0.000,0.990,302.271,-0.004,0.002,23.438,67.181,294.732,67.181,0.004
2459638.515,159.391,0.000,0.990,302.312,-0.004,0.002,23.438,67.148,294.759,67.148,0.004
2459638.515,159.391,0.000,0.990,302.354,-0.004,0.002,23.438,67.116,294.786,67.116,0.004
2459638.515,159.391,0.000,0.990,302.396,-0.004,0.002,23.438,67.083,294.813,67.083,0.004
2459638.516,159.391,0.000,0.990,302.437,-0.004,0.002,23.438,67.050,294.841,67.050,0.004
2459638.516,159.391,0.000,0.990,302.479,-0.004,0.002,23.438,67.017,294.868,67.017,0.004
2459638.516,159.391,0.000,0.990,302.521,-0.004,0.002,23.438,66.985,294.895,66.985,0.004
2459638.516,159.392,0.000,0.990,302.562,-0.004,0.002,23.438,66.952,294.922,66.952,0.004
2459638.516,159.392,0.000,0.990,302.604,-0.004,0.002,23.438,66.919,294.950,66.919,0.004
2459638.516,159.392,0.000,0.990,302.646,-0.004,0.002,23.438,66.886,294.977,66.886,0.004
2459638.516,159.392,0.000,0.990,302.687,-0.004,0.002,23.438,66.854,295.004,66.854,0.004
2459638.516,159.392,0.000,0.990,302.729,-0.004,0.002,23.438,66.821,295.031,66.821,0.004
2459638.516,159.392,0.000,0.990,302.771,-0.004,0.002,23.438,66.788,295.059,66.788,0.004
2459638.517,159.392,0.000,0.990,302.812,-0.004,0.002,23.438,66.755,295.086,66.755,0.004
2459638.517,159.392,0.000,0.990,302.854,-0.004,0.002,23.438,66.723,295.114,66.723,0.004
2459638.517,159.392,0.000,0.990,302.896,-0.004,0.002,23.438,66.690,295.141,66.690,0.004
2459638.517,159.393,0.000,0.990,302.937,-0.004,0.002,23.438,66.657,295.168,66.657,0.004
2459638.517,159.393,0.000,0.990,302.979,-0.004,0.002,23.438,66.625,295.196,66.625,0.004
2459638.517,159.393,0.000,0.990,303.021,-0.004,0.002,23.438,66.592,295.223,66.592,0.004
2459638.517,159.393,0.000,0.990,303.062,-0.004,0.002,23.438,66.559,295.251,66.559,0.004
2459638.517,159.393,0.000,0.990,303.104,-0.004,0.002,23.438,66.527,295.278,66.527,0.004
2459638.517,159.393,0.000,0.990,303.146,-0.004,0.002,23.438,66.494,295.306,66.494,0.004
2459638.518,159.393,0.000,0.990,303.187,-0.004,0.002,23.438,66.461,295.333,66.461,0.004
2459638.518,159.393,0.000,0.990,303.229,-0.004,0.002,23.438,66.429,295.361,66.429,0.004
2459638.518,159.393,0.000,0.990,303.271,-0.004,0.002,23.438,66.396,295.388,66.396,0.004
2459638.518,159.394,0.000,0.990,303.312,-0.004,0.002,23.438,66.364,295.416,66.364,0.004
2459638.518,159.394,0.000,0.990,303.354,-0.004,0.002,23.438,66.331,295.443,66.331,0.004
2459638.518,159.394,0.000,0.990,303.396,-0.004,0.002,23.438,66.298,295.471,66.298,0.004
2459638.518,159.394,0.000,0.990,303.437,-0.004,0.002,23.438,66.266,295.499,66.266,0.004
2459638.518,159.394,0.000,0.990,303.479,-0.004,0.002,23.438,66.233,295.526,66.233,0.004
2459638.519,159.394,0.000,0.990,303.521,-0.004,0.002,23.438,66.201,295.554,66.201,0.004
2459638.519,159.394,0.000,0.990,303.562,-0.004,0.002,23.438,66.168,295.582,66.168,0.004
2459638.519,159.394,0.000,0.990,303.604,-0.004,0.002,23.438,66.135,295.609,66.135,0.004
2459638.519,159.394,0.000,0.990,303.646,-0.004,0.002,23.438,66.103,295.637,66.103,0.004
2459638.519,159.395,0.000,0.990,303.687,-0.004,0.002,23.438,66.070,295.665,66.070,0.004
2459638.519,159.395,0.000,0.990,303.729,-0.004,0.002,23.438,66.038,295.693,66.038,0.004
2459638.519,159.395,0.000,0.990,303.771,-0.004,0.002,23.438,66.005,295.720,66.005,0.004
2459638.519,159.395,0.000,0.990,303.812,-0.004,0.002,23.438,65.973,295.748,65.973,0.004
2459638.519,159.395,0.000,0.990,303.854,-0.004,0.002,23.438,65.940,295.776,65.940,0.004
2459638.520,159.395,0.000,0.990,303.896,-0.004,0.002,23.438,65.908,295.804,65.908,0.004
2459638.520,159.395,0.000,0.990,303.937,-0.004,0.002,23.438,65.875,295.831,65.875,0.004
2459638.520,159.395,0.000,0.990,303.979,-0.004,0.002,23.438,65.843,295.859,65.843,0.004
2459638.520,159.396,0.000,0.990,304.021,-0.004,0.002,23.438,65.810,295.887,65.810,0.004
2459638.520,159.396,0.000,0.990,304.062,-0.004,0.002,23.438,65.778,295.915,65.778,0.004
2459638.520,159.396,0.000,0.990,304.104,-0.004,0.002,23.438,65.745,295.943,65.745,0.004
2459638.520,159.396,0.000,0.990,304.146,-0.004,0.002,23.438,65.713,295.971,65.713,0.004
2459638.520,159.396,0.000,0.990,304.187,-0.004,0.002,23.438,65.680,295.999,65.680,0.004
2459638.520,159.396,0.000,0.990,304.229,-0.004,0.002,23.438,65.648,296.027,65.648,0.004
2459638.521,159.396,0.000,0.990,304.271,-0.004,0.002,23.438,65.615,296.055,65.615,0.004
2459638.521,159.396,0.000,0.990,304.312,-0.004,0.002,23.438,65.583,296.083,65.583,0.004
2459638.521,159.397,0.000,0.990,304.354,-0.004,0.002,23.438,65.550,296.111,65.550,0.004
2459638.521,159.397,0.000,0.990,304.396,-0.004,0.002,23.438,65.518,296.139,65.518,0.004
2459638.521,159.397,0.000,0.990,304.438,-0.004,0.002,23.438,65.486,296.167,65.486,0.004
2459638.521,159.397,0.000,0.990,304.479,-0.004,0.002,23.438,65.453,296.195,65.453,0.003
2459638.521,159.397,0.000,0.990,304.521,-0.004,0.002,23.438,65.421,296.223,65.421,0.003
2459638.521,159.397,0.000,0.990,304.563,-0.004,0.002,23.438,65.388,296.251,65.388,0.003
2459638.522,159.397,0.000,0.990,304.604,-0.004,0.002,23.438,65.356,296.279,65.356,0.003
2459638.522,159.397,0.000,0.990,304.646,-0.004,0.002,23.438,65.324,296.307,65.324,0.003
2459638.522,159.397,0.000,0.990,304.688,-0.004,0.002,23.438,65.291,296.336,65.291,0.003
2459638.522,159.398,0.000,0.990,304.729,-0.004,0.002,23.438,65.259,296.364,65.259,0.003
2459638.522,159.398,0.000,0.990,304.771,-0.004,0.002,23.438,65.227,296.392,65.227,0.003
2459638.522,159.398,0.000,0.990,304.813,-0.004,0.002,23.438,65.194,296.420,65.194,0.003
2459638.522,159.398,0.000,0.990,304.854,-0.004,0.002,23.438,65.162,296.448,65.162,0.003
2459638.522,159.398,0.000,0.990,304.896,-0.004,0.002,23.438,65.130,296.477,65.130,0.003
2459638.522,159.398,0.000,0.990,304.938,-0.004,0.002,23.438,65.097,296.505,65.097,0.003
2459638.523,159.398,0.000,0.990,304.979,-0.004,0.002,23.438,65.065,296.533,65.065,0.003
2459638.523,159.398,0.000,0.990,305.021,-0.004,0.002,23.438,65.033,296.561,65.033,0.003
2459638.523,159.399,0.000,0.990,305.063,-0.004,0.002,23.438,65.000,296.590,65.000,0.003
2459638.523,159.399,0.000,0.990,305.104,-0.004,0.002,23.438,64.968,296.618,64.968,0.003
2459638.523,159.399,0.000,0.990,305.146,-0.004,0.002,23.438,64.936,296.646,64.936,0.003
2459638.523,159.399,0.000,0.990,305.188,-0.004,0.002,23.438,64.903,296.675,64.903,0.003
2459638.523,159.399,0.000,0.990,305.229,-0.004,0.002,23.438,64.871,296.703,64.871,0.003
2459638.523,159.399,0.000,0.990,305.271,-0.004,0.002,23.438,64.839,296.732,64.839,0.003
2459638.523,159.399,0.000,0.990,305.313,-0.004,0.002,23.438,64.807,296.760,64.807,0.003
2459638.524,159.399,0.000,0.990,305.354,-0.004,0.002,23.438,64.774,296.789,64.774,0.003
2459638.524,159.399,0.000,0.990,305.396,-0.004,0.002,23.438,64.742,296.817,64.742,0.003
2459638.524,159.399,0.000,0.990,305.438,-0.004,0.002,23.438,64.710,296.845,64.710,0.003
2459638.524,159.400,0.000,0.990,305.479,-0.004,0.002,23.438,64.678,296.874,64.678,0.003
2459638.524,159.400,0.000,0.990,305.521,-0.004,0.002,23.438,64.646,296.902,64.646,0.003
2459638.524,159.400,0.000,0.990,305.563,-0.004,0.002,23.438,64.613,296.931,64.613,0.003
2459638.524,159.400,0.000,0.990,305.604,-0.004,0.002,23.438,64.581,296.960,64.581,0.003
2459638.524,159.400,0.000,0.990,305.646,-0.004,0.002,23.438,64.549,296.988,64.549,0.003
2459638.525,159.400,0.000,0.990,305.688,-0.004,0.002,23.438,64.517,297.017,64.517,0.003
2459638.525,159.400,0.000,0.990,305.729,-0.004,0.002,23.438,64.485,297.045,64.485,0.003
2459638.525,159.400,0.000,0.990,305.771,-0.004,0.002,23.438,64.452,297.074,64.452,0.003
2459638.525,159.401,0.000,0.990,305.813,-0.004,0.002,23.438,64.420,297.103,64.420,0.003
2459638.525,159.401,0.000,0.990,305.854,-0.004,0.002,23.438,64.388,297.131,64.388,0.003
2459638.525,159.401,0.000,0.990,305.896,-0.004,0.002,23.438,64.356,297.160,64.356,0.003
2459638.525,159.401,0.000,0.990,305.938,-0.004,0.002,23.438,64.324,297.189,64.324,0.003
2459638.525,159.401,0.000,0.990,305.979,-0.004,0.002,23.438,64.292,297.218,64.292,0.003
2459638.525,159.401,0.000,0.990,306.021,-0.004,0.002,23.438,64.260,297.246,64.260,0.003
2459638.526,159.401,0.000,0.990,306.063,-0.004,0.002,23.438,64.228,297.275,64.228,0.003
2459638.526,159.401,0.000,0.990,306.104,-0.004,0.002,23.438,64.195,297.304,64.195,0.003
2459638.526,159.401,0.000,0.990,306.146,-0.004,0.002,23.438,64.163,297.333,64.163,0.003
2459638.526,159.402,0.000,0.990,306.188,-0.004,0.002,23.438,64.131,297.361,64.131,0.003
2459638.526,159.402,0.000,0.990,306.229,-0.004,0.002,23.438,64.099,297.390,64.099,0.003
2459638.526,159.402,0.000,0.990,306.271,-0.004,0.002,23.438,64.067,297.419,64.067,0.003
2459638.526,159.402,0.000,0.990,306.313,-0.004,0.002,23.438,64.035,297.448,64.035,0.003
2459638.526,159.402,0.000,0.990,306.354,-0.004,0.002,23.438,64.003,297.477,64.003,0.003
2459638.527,159.402,0.000,0.990,306.396,-0.004,0.002,23.438,63.971,297.506,63.971,0.003
2459638.527,159.402,0.000,0.990,306.438,-0.004,0.002,23.438,63.939,297.535,63.939,0.003
2459638.527,159.402,0.000,0.990,306.479,-0.004,0.002,23.438,63.907,297.564,63.907,0.003
2459638.527,159.403,0.000,0.990,306.521,-0.004,0.002,23.438,63.875,297.593,63.875,0.003
2459638.527,159.403,0.000,0.990,306.563,-0.004,0.002,23.438,63.843,297.622,63.843,0.003
2459638.527,159.403,0.000,0.990,306.604,-0.004,0.002,23.438,63.811,297.651,63.811,0.003
2459638.527,159.403,0.000,0.990,306.646,-0.004,0.002,23.438,63.779,297.680,63.779,0.003
2459638.527,159.403,0.000,0.990,306.688,-0.004,0.002,23.438,63.747,297.709,63.747,0.003
2459638.527,159.403,0.000,0.990,306.729,-0.004,0.002,23.438,63.715,297.738,63.715,0.003
2459638.528,159.403,0.000,0.990,306.771,-0.004,0.002,23.438,63.683,297.767,63.683,0.003
2459638.528,159.403,0.000,0.990,306.813,-0.004,0.002,23.438,63.651,297.796,63.651,0.003
2459638.528,159.404,0.000,0.990,306.854,-0.004,0.002,23.438,63.619,297.825,63.619,0.003
2459638.528,159.404,0.000,0.990,306.896,-0.004,0.002,23.438,63.587,297.855,63.587,0.003
2459638.528,159.404,0.000,0.990,306.938,-0.004,0.002,23.438,63.555,297.884,63.555,0.003
2459638.528,159.404,0.000,0.990,306.979,-0.004,0.002,23.438,63.523,297.913,63.523,0.003
2459638.528,159.404,0.000,0.990,307.021,-0.004,0.002,23.438,63.491,297.942,63.491,0.003
2459638.528,159.404,0.000,0.990,307.063,-0.004,0.002,23.438,63.460,297.971,63.460,0.003
2459638.528,159.404,0.000,0.990,307.105,-0.004,0.002,23.438,63.428,298.001,63.428,0.003
2459638.529,159.404,0.000,0.990,307.146,-0.004,0.002,23.438,63.396,298.030,63.396,0.003
2459638.529,159.404,0.000,0.990,307.188,-0.004,0.002,23.438,63.364,298.059,63.364,0.003
2459638.529,159.405,0.000,0.990,307.230,-0.004,0.002,23.438,63.332,298.089,63.332,0.003
2459638.529,159.405,0.000,0.990,307.271,-0.004,0.002,23.438,63.300,298.118,63.300,0.003
2459638.529,159.405,0.000,0.990,307.313,-0.004,0.002,23.438,63.268,298.147,63.268,0.003
2459638.529,159.405,0.000,0.990,307.355,-0.004,0.002,23.438,63.236,298.177,63.236,0.003
2459638.529,159.405,0.000,0.990,307.396,-0.004,0.002,23.438,63.205,298.206,63.205,0.003
2459638.529,159.405,0.000,0.990,307.438,-0.004,0.002,23.438,63.173,298.236,63.173,0.003
2459638.530,159.405,0.000,0.990,307.480,-0.004,0.002,23.438,63.141,298.265,63.141,0.003
2459638.530,159.405,0.000,0.990,307.521,-0.004,0.002,23.438,63.109,298.294,63.109,0.003
2459638.530,159.405,0.000,0.990,307.563,-0.004,0.002,23.438,63.077,298.324,63.077,0.003
2459638.530,159.406,0.000,0.990,307.605,-0.004,0.002,23.438,63.046,298.353,63.046,0.003
2459638.530,159.406,0.000,0.990,307.646,-0.004,0.002,23.438,63.014,298.383,63.014,0.003
2459638.530,159.406,0.000,0.990,307.688,-0.004,0.002,23.438,62.982,298.412,62.982,0.003
2459638.530,159.406,0.000,0.990,307.730,-0.004,0.002,23.438,62.950,298.442,62.950,0.003
2459638.530,159.406,0.000,0.990,307.771,-0.004,0.002,23.438,62.919,298.472,62.919,0.003
2459638.530,159.406,0.000,0.990,307.813,-0.004,0.002,23.438,62.887,298.501,62.887,0.003
2459638.531,159.406,0.000,0.990,307.855,-0.004,0.002,23.438,62.855,298.531,62.855,0.003
2459638.531,159.406,0.000,0.990,307.896,-0.004,0.002,23.438,62.823,298.561,62.823,0.003
2459638.531,159.406,0.000,0.990,307.938,-0.004,0.002,23.438,62.792,298.590,62.792,0.003
2459638.531,159.407,0.000,0.990,307.980,-0.004,0.002,23.438,62.760,298.620,62.760,0.003
2459638.531,159.407,0.000,0.990,308.021,-0.004,0.002,23.438,62.728,298.650,62.728,0.003
2459638.531,159.407,0.000,0.990,308.063,-0.004,0.002,23.438,62.697,298.679,62.697,0.003
2459638.531,159.407,0.000,0.990,308.105,-0.004,0.002,23.438,62.665,298.709,62.665,0.003
2459638.531,159.407,0.000,0.990,308.146,-0.004,0.002,23.438,62.633,298.739,62.633,0.003
2459638.531,159.407,0.000,0.990,308.188,-0.004,0.002,23.438,62.602,298.769,62.602,0.003
