# YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,TIMEZONE,DELTA_UT1,DELTA_T,LONGITUDE,LATITUDE,ELEVATION,PRESSURE,TEMPERATURE,SLOPE,AZM_ROTATION,ATMOS_REFRACT,FUNCTION
2023.00,1.00,18.00,3.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,3.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,3.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,3.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,3.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,3.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,3.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,4.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,5.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,6.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,7.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,8.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,9.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,10.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,11.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,12.00,55.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,0.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,5.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,10.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,15.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,20.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,25.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,30.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,35.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,40.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,45.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
2023.00,1.00,18.00,13.00,50.00,0.00,2.00,0.00,69.18,4.35,52.00,0.00,1013.25,2.88,0.00,0.00,0.65,1.00
